exp,tf,ulm,noself,masked,has_self,sign,size,max_jac,gc_frac
DataSet_03_110,GATA6,0.006527415143603133,0.013054830287206266,0.013054830287206266,True,1.0,85,0.12690355329949238,0.006527415143603133
DataSet_03_113,GRHL3,0.195822454308094,0.195822454308094,0.19451697127937337,False,0.0,30,0.19672131147540983,0.195822454308094
DataSet_03_114,HDAC3,0.7741514360313316,0.7741514360313316,0.7741514360313316,False,0.0,27,0.10526315789473684,0.7741514360313316
DataSet_03_116,HES6,0.37467362924281983,0.37467362924281983,0.3720626631853786,False,0.0,9,0.16666666666666666,0.37467362924281983
DataSet_03_117,HES6,0.22845953002610966,0.22845953002610966,0.2258485639686684,False,0.0,9,0.16666666666666666,0.22845953002610966
DataSet_03_119,HIF1A,0.18407310704960836,0.12663185378590078,0.11879895561357702,True,-1.0,463,0.16429495472186287,0.18407310704960836
DataSet_03_122,HINFP,0.27284595300261094,0.7493472584856397,0.7467362924281984,True,1.0,10,0.1111111111111111,0.27284595300261094
DataSet_03_123,HINFP,0.13185378590078328,0.6684073107049608,0.6579634464751958,True,1.0,10,0.1111111111111111,0.13185378590078328
DataSet_03_124,HMGA1,0.031331592689295036,0.06527415143603134,0.06657963446475196,True,1.0,74,0.125,0.031331592689295036
DataSet_03_127,HOXB7,0.4621409921671018,0.4621409921671018,0.4608355091383812,False,0.0,23,0.10344827586206896,0.4621409921671018
DataSet_03_129,HSF1,0.0039164490861618795,0.009138381201044387,0.009138381201044387,True,1.0,103,0.1415929203539823,0.0039164490861618795
DataSet_03_143,JUN,0.013054830287206266,0.0195822454308094,0.013054830287206266,True,1.0,662,0.4134831460674157,0.013054830287206266
DataSet_03_148,KLF5,0.0026109660574412533,0.010443864229765013,0.01174934725848564,True,1.0,76,0.10810810810810811,0.0026109660574412533
DataSet_03_149,KLF5,0.03524804177545692,0.06135770234986945,0.06135770234986945,True,1.0,76,0.10810810810810811,0.03524804177545692
DataSet_03_150,KLF5,0.5574412532637075,0.6475195822454308,0.6449086161879896,True,1.0,76,0.10810810810810811,0.5574412532637075
DataSet_03_151,KLF5,0.2206266318537859,0.34073107049608353,0.34203655352480417,True,1.0,76,0.10810810810810811,0.2206266318537859
DataSet_03_155,MAFB,0.06788511749347259,0.15926892950391644,0.1618798955613577,True,1.0,47,0.10891089108910891,0.06788511749347259
DataSet_03_165,MITF,0.009138381201044387,0.009138381201044387,0.009138381201044387,True,1.0,112,0.09770114942528736,0.009138381201044387
DataSet_03_168,MITF,0.05483028720626632,0.06919060052219321,0.07571801566579635,True,1.0,112,0.09770114942528736,0.05483028720626632
DataSet_03_173,MYB,0.05221932114882506,0.10182767624020887,0.08746736292428199,True,1.0,183,0.13513513513513514,0.05221932114882506
DataSet_03_178,MYC,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,True,-1.0,887,0.15890751086281812,0.0013054830287206266
DataSet_03_189,NCOA1,0.005221932114882507,0.005221932114882507,0.005221932114882507,False,0.0,91,0.2116788321167883,0.005221932114882507
DataSet_03_190,NCOA2,0.005221932114882507,0.010443864229765013,0.010443864229765013,True,1.0,65,0.23893805309734514,0.005221932114882507
DataSet_03_191,NCOA3,0.660574412532637,0.8798955613577023,0.8746736292428199,True,1.0,75,0.23893805309734514,0.660574412532637
DataSet_03_192,NCOR1,0.015665796344647518,0.13185378590078328,0.12924281984334204,True,1.0,90,0.2230769230769231,0.015665796344647518
DataSet_03_202,NR2F2,0.0013054830287206266,0.006527415143603133,0.006527415143603133,True,1.0,79,0.20175438596491227,0.0013054830287206266
DataSet_03_205,PARK7,0.4908616187989556,0.4908616187989556,0.4934725848563969,False,0.0,8,0.125,0.4908616187989556
DataSet_03_207,PBX1,0.24151436031331594,0.706266318537859,0.7101827676240209,True,1.0,62,0.1388888888888889,0.24151436031331594
DataSet_03_208,PBX1,0.3720626631853786,0.6866840731070496,0.6814621409921671,True,1.0,62,0.1388888888888889,0.3720626631853786
DataSet_03_209,PBX1,0.5691906005221932,0.8276762402088773,0.8263707571801566,True,1.0,62,0.1388888888888889,0.5691906005221932
DataSet_03_214,PPARG,0.02349869451697128,0.02349869451697128,0.0195822454308094,False,0.0,368,0.2754491017964072,0.02349869451697128
DataSet_03_217,PRRX1,0.7036553524804178,0.7036553524804178,0.7036553524804178,False,0.0,7,0.09090909090909091,0.7036553524804178
DataSet_03_222,RELA,0.013054830287206266,0.016971279373368148,0.015665796344647518,True,1.0,560,0.5608214849921012,0.013054830287206266
DataSet_03_223,RELA,0.006527415143603133,0.006527415143603133,0.006527415143603133,True,1.0,560,0.5608214849921012,0.006527415143603133
DataSet_03_225,RELB,0.1370757180156658,0.22845953002610966,0.22845953002610966,True,1.0,59,0.3333333333333333,0.1370757180156658
DataSet_03_228,REST,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,False,0.0,75,0.0625,0.0013054830287206266
DataSet_03_229,SATB1,0.0026109660574412533,0.005221932114882507,0.005221932114882507,True,1.0,45,0.10185185185185185,0.0026109660574412533
DataSet_03_235,SMARCA4,0.9503916449086162,0.9503916449086162,0.9503916449086162,False,0.0,10,0.16666666666666666,0.9503916449086162
DataSet_03_236,SMARCC1,0.007832898172323759,0.7036553524804178,0.6932114882506527,True,1.0,9,0.16666666666666666,0.007832898172323759
DataSet_03_237,SOX11,0.20496083550913838,0.20496083550913838,0.20496083550913838,False,0.0,12,0.058823529411764705,0.20496083550913838
DataSet_03_238,SOX11,0.1866840731070496,0.1866840731070496,0.1866840731070496,False,0.0,12,0.058823529411764705,0.1866840731070496
DataSet_03_239,SOX11,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,False,0.0,12,0.058823529411764705,0.0013054830287206266
DataSet_03_241,SOX2,0.23368146214099217,0.4425587467362924,0.43733681462140994,True,1.0,91,0.19230769230769232,0.23368146214099217
DataSet_03_242,SOX2,0.024804177545691905,0.05613577023498695,0.050913838120104436,True,1.0,91,0.19230769230769232,0.024804177545691905
DataSet_03_244,SOX2,0.006527415143603133,0.009138381201044387,0.009138381201044387,True,1.0,91,0.19230769230769232,0.006527415143603133
DataSet_03_246,SOX4,0.8302872062663186,0.8759791122715405,0.8746736292428199,True,1.0,24,0.075,0.8302872062663186
DataSet_03_249,SP1,0.737597911227154,0.7741514360313316,0.7702349869451697,True,1.0,1304,0.2903703703703704,0.737597911227154
DataSet_03_251,SP1,0.10052219321148825,0.11879895561357702,0.10835509138381201,True,1.0,1304,0.2903703703703704,0.10052219321148825
DataSet_03_253,SPIB,0.016971279373368148,0.34856396866840733,0.35117493472584854,True,1.0,18,0.1,0.016971279373368148
DataSet_03_255,SSRP1,0.5848563968668408,0.5848563968668408,0.5835509138381201,False,0.0,147,0.11764705882352941,0.5848563968668408
DataSet_03_256,STAT1,0.06919060052219321,0.12140992167101827,0.11488250652741515,True,1.0,305,0.1967741935483871,0.06919060052219321
DataSet_03_258,STAT3,0.048302872062663184,0.04960835509138381,0.04960835509138381,True,1.0,437,0.1967741935483871,0.048302872062663184
DataSet_03_259,STAT3,0.4451697127937337,0.5613577023498695,0.5613577023498695,True,1.0,437,0.1967741935483871,0.4451697127937337
DataSet_03_260,STAT3,0.6422976501305483,0.737597911227154,0.7349869451697127,True,1.0,437,0.1967741935483871,0.6422976501305483
DataSet_03_261,STAT3,0.010443864229765013,0.031331592689295036,0.02741514360313316,True,1.0,437,0.1967741935483871,0.010443864229765013
DataSet_03_262,STAT3,0.9673629242819843,0.9751958224543081,0.9751958224543081,True,1.0,437,0.1967741935483871,0.9673629242819843
DataSet_03_264,STAT6,0.9060052219321149,0.9321148825065274,0.9321148825065274,True,1.0,127,0.13432835820895522,0.9060052219321149
DataSet_03_267,TCF7L1,0.06657963446475196,0.06657963446475196,0.06657963446475196,False,0.0,6,0.08333333333333333,0.06657963446475196
DataSet_03_274,TFAP2C,0.05613577023498695,0.097911227154047,0.10052219321148825,True,1.0,35,0.08695652173913043,0.05613577023498695
DataSet_03_275,TFE3,0.05483028720626632,0.09138381201044386,0.0926892950391645,True,1.0,37,0.125,0.05483028720626632
DataSet_03_277,TP53,0.283289817232376,0.32114882506527415,0.29112271540469975,True,1.0,980,0.1970649895178197,0.283289817232376
DataSet_03_284,TWIST2,0.013054830287206266,0.17885117493472585,0.19451697127937337,True,1.0,35,0.32558139534883723,0.013054830287206266
DataSet_03_287,ZHX2,0.8133159268929504,0.2989556135770235,0.31201044386422977,True,-1.0,11,0.14285714285714285,0.8133159268929504
DataSet_04_015,NKRF,0.206266318537859,0.206266318537859,0.206266318537859,False,0.0,10,0.15384615384615385,0.206266318537859
DataSet_04_019,SMAD2,0.9543080939947781,0.9543080939947781,0.9543080939947781,False,0.0,108,0.3686635944700461,0.9543080939947781
DataSet_04_020,SMAD4,0.3381201044386423,0.3381201044386423,0.3368146214099217,False,0.0,141,0.3253012048192771,0.3381201044386423
DataSet_04_022,STAT1,0.8159268929503917,0.8720626631853786,0.8707571801566579,True,1.0,305,0.1967741935483871,0.8159268929503917
DataSet_04_024,YBX1,0.37989556135770236,0.5796344647519582,0.5678851174934726,True,1.0,92,0.08620689655172414,0.37989556135770236
DataSet_04_036,SMAD2,0.587467362924282,0.587467362924282,0.5861618798955613,False,0.0,108,0.3686635944700461,0.587467362924282
DataSet_04_037,SMAD4,0.13968668407310705,0.13968668407310705,0.13577023498694518,False,0.0,141,0.3253012048192771,0.13968668407310705
DataSet_04_041,YBX1,0.028720626631853787,0.06788511749347259,0.07049608355091384,True,1.0,92,0.08620689655172414,0.028720626631853787
