exp,tf,sign_decision_label,self_edge_weight,has_self_edge,regulon_size,frac_regulon_default,hit_full,hit_noselfedge,ulm,no_self-edge,no_other_regulon,gene_off_network,masked
DataSet_02_023,STAT1,PMID (+1),1.0,True,294,0.445578231292517,False,False,0.8955613577023499,0.9151436031331592,0.8942558746736292,0.9151436031331592,0.9151436031331592
DataSet_02_025,USF2,default activation (+1),1.0,True,112,0.5357142857142857,False,False,0.8681462140992167,0.8942558746736292,0.8681462140992167,0.8942558746736292,0.8877284595300261
DataSet_02_026,USF1,default activation (+1),1.0,True,221,0.5203619909502263,False,False,0.7702349869451697,0.8120104438642297,0.7715404699738904,0.8120104438642297,0.8120104438642297
DataSet_02_032,NFE2L1,default activation (+1),1.0,True,9,0.5555555555555556,True,True,0.015665796344647518,0.028720626631853787,0.015665796344647518,0.028720626631853787,0.030026109660574413
DataSet_02_033,TEAD2,no self-edge,0.0,False,6,0.0,False,False,0.8002610966057441,0.8002610966057441,0.8002610966057441,0.8002610966057441,0.8002610966057441
DataSet_02_039,RELA,default activation (+1),1.0,True,540,0.45555555555555555,True,True,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266
DataSet_02_040,TEAD4,no self-edge,0.0,False,11,0.0,False,False,0.741514360313316,0.741514360313316,0.741514360313316,0.741514360313316,0.741514360313316
DataSet_02_042,SP2,no self-edge,0.0,False,22,0.5909090909090909,False,False,0.5600522193211488,0.5600522193211488,0.5600522193211488,0.5600522193211488,0.5600522193211488
DataSet_02_048,SMAD5,no self-edge,0.0,False,35,0.45714285714285713,True,True,0.006527415143603133,0.006527415143603133,0.006527415143603133,0.006527415143603133,0.006527415143603133
DataSet_02_054,ATF3,PMID (-1),-1.0,True,108,0.4444444444444444,False,False,0.46866840731070497,0.39033942558746737,0.46736292428198434,0.3877284595300261,0.38511749347258484
DataSet_02_055,DLX1,no self-edge,0.0,False,10,0.5,False,False,0.6971279373368147,0.6971279373368147,0.6971279373368147,0.6971279373368147,0.6971279373368147
DataSet_02_061,RFX5,default activation (+1),1.0,True,24,0.9166666666666666,False,False,0.5195822454308094,0.660574412532637,0.5195822454308094,0.660574412532637,0.664490861618799
DataSet_02_063,TRIM28,no self-edge,0.0,False,6,0.5,False,False,0.5731070496083551,0.5731070496083551,0.5704960835509139,0.5704960835509139,0.5704960835509139
DataSet_02_071,TFDP1,no self-edge,0.0,False,31,0.0,False,False,0.8929503916449086,0.8929503916449086,0.8929503916449086,0.8929503916449086,0.8929503916449086
DataSet_02_075,HMGA1,default activation (+1),1.0,True,73,0.6164383561643836,False,False,0.7480417754569191,0.8289817232375979,0.7480417754569191,0.8289817232375979,0.8263707571801566
DataSet_02_082,ZBTB33,no self-edge,0.0,False,11,0.8181818181818182,False,False,0.21801566579634465,0.21801566579634465,0.21801566579634465,0.21801566579634465,0.21801566579634465
DataSet_02_104,HDGF,no self-edge,0.0,False,7,0.2857142857142857,False,False,0.3133159268929504,0.3133159268929504,0.3133159268929504,0.3133159268929504,0.3133159268929504
DataSet_02_172,ZFX,no self-edge,0.0,False,5,0.8,False,False,0.7180156657963447,0.7180156657963447,0.7180156657963447,0.7180156657963447,0.7180156657963447
DataSet_02_185,CTCF,default activation (+1),1.0,True,137,0.44525547445255476,False,False,0.8720626631853786,0.8955613577023499,0.8707571801566579,0.8955613577023499,0.8942558746736292
DataSet_02_192,MAX,default activation (+1),1.0,True,49,0.7346938775510204,False,False,0.2989556135770235,0.38903394255874674,0.2989556135770235,0.3877284595300261,0.3877284595300261
DataSet_02_206,ZFX,no self-edge,0.0,False,5,0.8,False,False,0.42950391644908614,0.42950391644908614,0.42950391644908614,0.42950391644908614,0.4308093994778068
DataSet_03_004,AR,default activation (+1),1.0,True,493,0.6815415821501014,False,False,0.9360313315926893,0.9477806788511749,0.9386422976501305,0.9516971279373369,0.9503916449086162
DataSet_03_005,AR,default activation (+1),1.0,True,493,0.6815415821501014,False,False,0.7767624020887729,0.8159268929503917,0.783289817232376,0.8198433420365535,0.8185378590078329
DataSet_03_007,AR,default activation (+1),1.0,True,493,0.6815415821501014,False,False,0.26240208877284593,0.39033942558746737,0.2362924281984334,0.3720626631853786,0.36945169712793735
DataSet_03_013,ARID1A,no self-edge,0.0,False,8,0.875,False,False,0.5052219321148825,0.5052219321148825,0.5052219321148825,0.5052219321148825,0.5052219321148825
DataSet_03_017,ATF3,PMID (-1),-1.0,True,108,0.4444444444444444,False,False,0.8159268929503917,0.6161879895561357,0.814621409921671,0.6161879895561357,0.6109660574412533
DataSet_03_018,ATF4,regulon (+1),1.0,True,121,0.0,True,True,0.006527415143603133,0.009138381201044387,0.006527415143603133,0.009138381201044387,0.009138381201044387
DataSet_03_026,BCL6,PMID (-1),-1.0,True,99,0.494949494949495,True,True,0.0026109660574412533,0.0013054830287206266,0.0026109660574412533,0.0013054830287206266,0.0013054830287206266
DataSet_03_049,CEBPB,PMID (+1),1.0,True,444,0.6734234234234234,True,True,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266
DataSet_03_056,CTCF,default activation (+1),1.0,True,137,0.44525547445255476,True,True,0.013054830287206266,0.09007832898172324,0.010443864229765013,0.08746736292428199,0.08746736292428199
DataSet_03_059,CTNNB1,PMID (-1),-1.0,True,331,0.0,False,False,0.9516971279373369,0.783289817232376,0.9634464751958225,0.7989556135770235,0.7976501305483029
DataSet_03_060,E2F1,PMID (+1),1.0,True,306,0.0,True,True,0.010443864229765013,0.022193211488250653,0.0026109660574412533,0.009138381201044387,0.009138381201044387
DataSet_03_063,E2F7,no self-edge,0.0,False,7,0.0,False,False,0.7506527415143603,0.7506527415143603,0.7506527415143603,0.7506527415143603,0.7506527415143603
DataSet_03_065,EP300,no self-edge,0.0,False,73,0.3972602739726027,False,False,0.5391644908616188,0.5391644908616188,0.5339425587467362,0.5339425587467362,0.5313315926892951
DataSet_03_073,ETS1,PMID (+1),1.0,True,206,0.0,True,True,0.02741514360313316,0.04046997389033943,0.02610966057441253,0.04046997389033943,0.04177545691906005
DataSet_03_074,ETS1,PMID (+1),1.0,True,206,0.0,True,True,0.033942558746736295,0.05483028720626632,0.033942558746736295,0.05483028720626632,0.05483028720626632
DataSet_03_075,ETV6,no self-edge,0.0,False,27,0.14814814814814814,False,False,0.8590078328981723,0.8590078328981723,0.8590078328981723,0.8590078328981723,0.860313315926893
DataSet_03_078,FLI1,PMID (+1),1.0,True,93,0.5913978494623656,False,False,0.9817232375979112,0.9882506527415144,0.9817232375979112,0.9882506527415144,0.9882506527415144
DataSet_03_080,FOXA1,no self-edge,0.0,False,69,0.36231884057971014,True,True,0.020887728459530026,0.020887728459530026,0.020887728459530026,0.020887728459530026,0.020887728459530026
DataSet_03_085,FOXD1,no self-edge,0.0,False,6,0.16666666666666666,False,False,0.31723237597911225,0.31723237597911225,0.31462140992167104,0.31462140992167104,0.31462140992167104
DataSet_03_087,FOXF2,no self-edge,0.0,False,12,0.25,False,False,0.9242819843342036,0.9242819843342036,0.9242819843342036,0.9242819843342036,0.9242819843342036
DataSet_03_090,FOXM1,regulon (+1),1.0,True,97,0.0,True,True,0.009138381201044387,0.01174934725848564,0.009138381201044387,0.01174934725848564,0.01174934725848564
DataSet_03_091,FOXM1,regulon (+1),1.0,True,97,0.0,True,False,0.04960835509138381,0.20757180156657964,0.04569190600522193,0.20365535248041775,0.20365535248041775
DataSet_03_093,FOXM1,regulon (+1),1.0,True,97,0.0,True,False,0.020887728459530026,0.21409921671018275,0.018276762402088774,0.20757180156657964,0.21018276762402088
DataSet_03_096,FOXO1,PMID (+1),1.0,True,265,0.0,True,False,0.08877284595300261,0.12140992167101827,0.08877284595300261,0.12140992167101827,0.1227154046997389
DataSet_03_100,GATA2,PMID (+1),1.0,True,97,0.0,True,True,0.05483028720626632,0.08485639686684072,0.05483028720626632,0.08224543080939947,0.08485639686684072
DataSet_03_108,GATA6,default activation (+1),1.0,True,84,0.6904761904761905,False,False,0.2689295039164491,0.3328981723237598,0.26762402088772846,0.33159268929503916,0.3289817232375979
DataSet_03_110,GATA6,default activation (+1),1.0,True,84,0.6904761904761905,True,True,0.006527415143603133,0.013054830287206266,0.006527415143603133,0.013054830287206266,0.013054830287206266
DataSet_03_113,GRHL3,no self-edge,0.0,False,28,1.0,False,False,0.195822454308094,0.195822454308094,0.19451697127937337,0.19451697127937337,0.19451697127937337
DataSet_03_114,HDAC3,no self-edge,0.0,False,27,0.5185185185185185,False,False,0.7741514360313316,0.7741514360313316,0.7741514360313316,0.7741514360313316,0.7741514360313316
DataSet_03_116,HES6,no self-edge,0.0,False,9,0.4444444444444444,False,False,0.37467362924281983,0.37467362924281983,0.36945169712793735,0.36945169712793735,0.3720626631853786
DataSet_03_117,HES6,no self-edge,0.0,False,9,0.4444444444444444,False,False,0.22845953002610966,0.22845953002610966,0.2258485639686684,0.2258485639686684,0.2258485639686684
DataSet_03_119,HIF1A,PMID (-1),-1.0,True,447,0.5525727069351231,False,False,0.18407310704960836,0.12663185378590078,0.17493472584856398,0.11879895561357702,0.11879895561357702
DataSet_03_122,HINFP,default activation (+1),1.0,True,10,0.9,False,False,0.27284595300261094,0.7493472584856397,0.27154046997389036,0.7493472584856397,0.7467362924281984
DataSet_03_123,HINFP,default activation (+1),1.0,True,10,0.9,False,False,0.13185378590078328,0.6684073107049608,0.13185378590078328,0.6684073107049608,0.6579634464751958
DataSet_03_124,HMGA1,default activation (+1),1.0,True,73,0.6164383561643836,True,True,0.031331592689295036,0.06527415143603134,0.031331592689295036,0.0639686684073107,0.06657963446475196
DataSet_03_127,HOXB7,no self-edge,0.0,False,23,0.5217391304347826,False,False,0.4621409921671018,0.4621409921671018,0.4608355091383812,0.4608355091383812,0.4608355091383812
DataSet_03_129,HSF1,default activation (+1),1.0,True,98,0.6224489795918368,True,True,0.0039164490861618795,0.009138381201044387,0.0039164490861618795,0.009138381201044387,0.009138381201044387
DataSet_03_143,JUN,PMID (+1),1.0,True,637,0.4835164835164835,True,True,0.013054830287206266,0.0195822454308094,0.009138381201044387,0.013054830287206266,0.013054830287206266
DataSet_03_148,KLF5,default activation (+1),1.0,True,76,0.5657894736842105,True,True,0.0026109660574412533,0.010443864229765013,0.0026109660574412533,0.010443864229765013,0.01174934725848564
DataSet_03_149,KLF5,default activation (+1),1.0,True,76,0.5657894736842105,True,True,0.03524804177545692,0.06135770234986945,0.03524804177545692,0.06135770234986945,0.06135770234986945
DataSet_03_150,KLF5,default activation (+1),1.0,True,76,0.5657894736842105,False,False,0.5574412532637075,0.6475195822454308,0.556135770234987,0.6475195822454308,0.6449086161879896
DataSet_03_151,KLF5,default activation (+1),1.0,True,76,0.5657894736842105,False,False,0.2206266318537859,0.34073107049608353,0.2193211488250653,0.3381201044386423,0.34203655352480417
DataSet_03_155,MAFB,default activation (+1),1.0,True,46,0.8260869565217391,True,False,0.06788511749347259,0.15926892950391644,0.06788511749347259,0.15796344647519583,0.1618798955613577
DataSet_03_165,MITF,PMID (+1),1.0,True,109,0.5779816513761468,True,True,0.009138381201044387,0.009138381201044387,0.009138381201044387,0.009138381201044387,0.009138381201044387
DataSet_03_168,MITF,PMID (+1),1.0,True,109,0.5779816513761468,True,True,0.05483028720626632,0.06919060052219321,0.05352480417754569,0.06919060052219321,0.07571801566579635
DataSet_03_173,MYB,PMID (+1),1.0,True,177,0.6440677966101694,True,False,0.05221932114882506,0.10182767624020887,0.04960835509138381,0.08746736292428199,0.08746736292428199
DataSet_03_178,MYC,PMID (-1),-1.0,True,845,0.6011834319526628,True,True,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266
DataSet_03_189,NCOA1,no self-edge,0.0,False,89,0.7865168539325843,True,True,0.005221932114882507,0.005221932114882507,0.005221932114882507,0.005221932114882507,0.005221932114882507
DataSet_03_190,NCOA2,default activation (+1),1.0,True,61,0.8360655737704918,True,True,0.005221932114882507,0.010443864229765013,0.005221932114882507,0.010443864229765013,0.010443864229765013
DataSet_03_191,NCOA3,default activation (+1),1.0,True,74,0.7162162162162162,False,False,0.660574412532637,0.8798955613577023,0.6592689295039165,0.8772845953002611,0.8746736292428199
DataSet_03_192,NCOR1,default activation (+1),1.0,True,88,0.8181818181818182,True,False,0.015665796344647518,0.13185378590078328,0.013054830287206266,0.12924281984334204,0.12924281984334204
DataSet_03_202,NR2F2,default activation (+1),1.0,True,79,0.6329113924050633,True,True,0.0013054830287206266,0.006527415143603133,0.0013054830287206266,0.006527415143603133,0.006527415143603133
DataSet_03_205,PARK7,no self-edge,0.0,False,7,0.0,False,False,0.4908616187989556,0.4908616187989556,0.4908616187989556,0.4908616187989556,0.4934725848563969
DataSet_03_207,PBX1,PMID (+1),1.0,True,62,0.0,False,False,0.24151436031331594,0.706266318537859,0.24151436031331594,0.7088772845953003,0.7101827676240209
DataSet_03_208,PBX1,PMID (+1),1.0,True,62,0.0,False,False,0.3720626631853786,0.6866840731070496,0.36945169712793735,0.6879895561357703,0.6814621409921671
DataSet_03_209,PBX1,PMID (+1),1.0,True,62,0.0,False,False,0.5691906005221932,0.8276762402088773,0.5678851174934726,0.8289817232375979,0.8263707571801566
DataSet_03_214,PPARG,no self-edge,0.0,False,342,0.2046783625730994,True,True,0.02349869451697128,0.02349869451697128,0.0195822454308094,0.0195822454308094,0.0195822454308094
DataSet_03_217,PRRX1,no self-edge,0.0,False,6,0.0,False,False,0.7036553524804178,0.7036553524804178,0.7036553524804178,0.7036553524804178,0.7036553524804178
DataSet_03_222,RELA,default activation (+1),1.0,True,540,0.45555555555555555,True,True,0.013054830287206266,0.016971279373368148,0.013054830287206266,0.015665796344647518,0.015665796344647518
DataSet_03_223,RELA,default activation (+1),1.0,True,540,0.45555555555555555,True,True,0.006527415143603133,0.006527415143603133,0.006527415143603133,0.006527415143603133,0.006527415143603133
DataSet_03_225,RELB,default activation (+1),1.0,True,56,0.5,False,False,0.1370757180156658,0.22845953002610966,0.1370757180156658,0.22845953002610966,0.22845953002610966
DataSet_03_228,REST,no self-edge,0.0,False,73,0.0,True,True,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266
DataSet_03_229,SATB1,default activation (+1),1.0,True,45,0.5333333333333333,True,True,0.0026109660574412533,0.005221932114882507,0.0026109660574412533,0.005221932114882507,0.005221932114882507
DataSet_03_235,SMARCA4,no self-edge,0.0,False,10,0.0,False,False,0.9503916449086162,0.9503916449086162,0.9490861618798956,0.9490861618798956,0.9503916449086162
DataSet_03_236,SMARCC1,default activation (+1),1.0,True,9,0.6666666666666666,True,False,0.007832898172323759,0.7036553524804178,0.007832898172323759,0.6984334203655352,0.6932114882506527
DataSet_03_237,SOX11,no self-edge,0.0,False,11,0.45454545454545453,False,False,0.20496083550913838,0.20496083550913838,0.20496083550913838,0.20496083550913838,0.20496083550913838
DataSet_03_238,SOX11,no self-edge,0.0,False,11,0.45454545454545453,False,False,0.1866840731070496,0.1866840731070496,0.1866840731070496,0.1866840731070496,0.1866840731070496
DataSet_03_239,SOX11,no self-edge,0.0,False,11,0.45454545454545453,True,True,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266,0.0013054830287206266
DataSet_03_241,SOX2,PMID (+1),1.0,True,88,0.0,False,False,0.23368146214099217,0.4425587467362924,0.2206266318537859,0.43733681462140994,0.43733681462140994
DataSet_03_242,SOX2,PMID (+1),1.0,True,88,0.0,True,True,0.024804177545691905,0.05613577023498695,0.0195822454308094,0.04960835509138381,0.050913838120104436
DataSet_03_244,SOX2,PMID (+1),1.0,True,88,0.0,True,True,0.006527415143603133,0.009138381201044387,0.006527415143603133,0.007832898172323759,0.009138381201044387
DataSet_03_246,SOX4,PMID (+1),1.0,True,22,0.45454545454545453,False,False,0.8302872062663186,0.8759791122715405,0.8302872062663186,0.8759791122715405,0.8746736292428199
DataSet_03_249,SP1,PMID (+1),1.0,True,1260,0.5928571428571429,False,False,0.737597911227154,0.7741514360313316,0.7362924281984334,0.7702349869451697,0.7702349869451697
DataSet_03_251,SP1,PMID (+1),1.0,True,1260,0.5928571428571429,False,False,0.10052219321148825,0.11879895561357702,0.09660574412532637,0.11096605744125326,0.10835509138381201
DataSet_03_253,SPIB,default activation (+1),1.0,True,18,0.5,True,False,0.016971279373368148,0.34856396866840733,0.015665796344647518,0.3472584856396867,0.35117493472584854
DataSet_03_255,SSRP1,no self-edge,0.0,False,146,1.0,False,False,0.5848563968668408,0.5848563968668408,0.5848563968668408,0.5848563968668408,0.5835509138381201
DataSet_03_256,STAT1,PMID (+1),1.0,True,294,0.445578231292517,True,False,0.06919060052219321,0.12140992167101827,0.06135770234986945,0.11618798955613577,0.11488250652741515
DataSet_03_258,STAT3,PMID (+1),1.0,True,425,0.0,True,True,0.048302872062663184,0.04960835509138381,0.048302872062663184,0.04960835509138381,0.04960835509138381
DataSet_03_259,STAT3,PMID (+1),1.0,True,425,0.0,False,False,0.4451697127937337,0.5613577023498695,0.4464751958224543,0.5613577023498695,0.5613577023498695
DataSet_03_260,STAT3,PMID (+1),1.0,True,425,0.0,False,False,0.6422976501305483,0.737597911227154,0.6422976501305483,0.7389033942558747,0.7349869451697127
DataSet_03_261,STAT3,PMID (+1),1.0,True,425,0.0,True,True,0.010443864229765013,0.031331592689295036,0.009138381201044387,0.02741514360313316,0.02741514360313316
DataSet_03_262,STAT3,PMID (+1),1.0,True,425,0.0,False,False,0.9673629242819843,0.9751958224543081,0.9660574412532638,0.9751958224543081,0.9751958224543081
DataSet_03_264,STAT6,default activation (+1),1.0,True,124,0.5403225806451613,False,False,0.9060052219321149,0.9321148825065274,0.9060052219321149,0.9321148825065274,0.9321148825065274
DataSet_03_267,TCF7L1,no self-edge,0.0,False,6,0.0,True,True,0.06657963446475196,0.06657963446475196,0.06657963446475196,0.06657963446475196,0.06657963446475196
DataSet_03_274,TFAP2C,default activation (+1),1.0,True,34,0.6176470588235294,True,True,0.05613577023498695,0.097911227154047,0.05613577023498695,0.097911227154047,0.10052219321148825
DataSet_03_275,TFE3,default activation (+1),1.0,True,37,0.5405405405405406,True,True,0.05483028720626632,0.09138381201044386,0.05483028720626632,0.09138381201044386,0.0926892950391645
DataSet_03_277,TP53,PMID (+1),1.0,True,931,0.6133190118152524,False,False,0.283289817232376,0.32114882506527415,0.25718015665796345,0.29112271540469975,0.29112271540469975
DataSet_03_284,TWIST2,default activation (+1),1.0,True,34,0.23529411764705882,True,False,0.013054830287206266,0.17885117493472585,0.01174934725848564,0.1762402088772846,0.19451697127937337
DataSet_03_287,ZHX2,regulon (-1),-1.0,True,11,0.0,False,False,0.8133159268929504,0.2989556135770235,0.8120104438642297,0.29765013054830286,0.31201044386422977
DataSet_04_015,NKRF,no self-edge,0.0,False,9,1.0,False,False,0.206266318537859,0.206266318537859,0.206266318537859,0.206266318537859,0.206266318537859
DataSet_04_019,SMAD2,no self-edge,0.0,False,103,0.0,False,False,0.9543080939947781,0.9543080939947781,0.9543080939947781,0.9543080939947781,0.9543080939947781
DataSet_04_020,SMAD4,no self-edge,0.0,False,136,0.0,False,False,0.3381201044386423,0.3381201044386423,0.3368146214099217,0.3368146214099217,0.3368146214099217
DataSet_04_022,STAT1,PMID (+1),1.0,True,294,0.445578231292517,False,False,0.8159268929503917,0.8720626631853786,0.8159268929503917,0.8707571801566579,0.8707571801566579
DataSet_04_024,YBX1,default activation (+1),1.0,True,91,0.5494505494505495,False,False,0.37989556135770236,0.5796344647519582,0.3785900783289817,0.577023498694517,0.5678851174934726
DataSet_04_036,SMAD2,no self-edge,0.0,False,103,0.0,False,False,0.587467362924282,0.587467362924282,0.5861618798955613,0.5861618798955613,0.5861618798955613
DataSet_04_037,SMAD4,no self-edge,0.0,False,136,0.0,False,False,0.13968668407310705,0.13968668407310705,0.1370757180156658,0.1370757180156658,0.13577023498694518
DataSet_04_041,YBX1,default activation (+1),1.0,True,91,0.5494505494505495,True,True,0.028720626631853787,0.06788511749347259,0.028720626631853787,0.06919060052219321,0.07049608355091384
